,age,job,marital,education,smoker,monthlyincome,houseowner,loan,contact,mod_,monthlyhouseholdincome,target_buy
3298,27,technician,single,Graduate,no,5808.0,yes,no,cellphone,578.0,6418.0,no
3299,38,management,single,Graduate,no,5427.0,yes,no,cellphone,17.0,5583.0,no
3300,53,technician,married,Graduate,no,5431.0,yes,no,unknown,74.0,6125.0,no
3301,60,services,married,Graduate,no,9256.0,yes,no,cellphone,239.0,9758.0,yes
3302,33,management,divorced,Graduate,no,5000.0,yes,yes,cellphone,275.0,5429.0,no
3303,52,services,divorced,secondary,no,5238.0,yes,no,cellphone,101.0,5958.0,no
3304,64,retired,married,Graduate,no,5846.0,no,no,cellphone,671.0,6161.0,yes
3305,40,blue-collar,single,secondary,no,5003.0,no,no,cellphone,998.0,5060.0,yes
3306,52,admin.,married,secondary,no,5693.0,no,no,unknown,271.0,5731.0,no
3307,28,student,single,secondary,no,5000.0,yes,no,unknown,133.0,5833.0,no
3308,49,management,married,secondary,no,5362.0,yes,no,unknown,84.0,6099.0,no
3309,28,technician,single,secondary,no,5618.0,yes,no,cellphone,281.0,5647.0,no
3310,29,technician,single,Graduate,no,7893.0,yes,no,unknown,250.0,8416.0,no
3311,87,retired,married,primary,no,5230.0,no,no,cellphone,144.0,6096.0,yes
3312,37,management,divorced,secondary,no,6287.0,yes,no,cellphone,432.0,6901.0,no
3313,36,services,married,primary,no,5179.0,no,no,unknown,411.0,5613.0,no
3314,35,self-employed,married,Graduate,no,5980.0,no,no,cellphone,428.0,6135.0,no
3315,33,admin.,married,Graduate,no,5079.0,yes,no,cellphone,249.0,5164.0,yes
3316,60,admin.,married,secondary,no,8043.0,no,no,cellphone,235.0,8909.0,no
3317,25,management,single,Graduate,no,5808.0,no,no,cellphone,267.0,6155.0,yes
3318,69,retired,married,secondary,no,5745.0,no,no,telephone,595.0,5891.0,no
3319,41,student,married,secondary,no,6309.0,no,no,unknown,28.0,7100.0,no
3320,48,management,single,secondary,no,5290.0,yes,no,cellphone,257.0,6014.0,no
3321,35,blue-collar,divorced,primary,no,6792.0,yes,no,cellphone,630.0,6956.0,yes
3322,30,blue-collar,single,secondary,no,5178.0,yes,no,unknown,747.0,5403.0,no
3323,59,management,married,Graduate,no,5000.0,no,no,cellphone,87.0,5021.0,no
3324,32,management,single,Graduate,no,5537.0,no,no,unknown,187.0,6441.0,no
3325,28,blue-collar,single,secondary,no,5416.0,yes,no,unknown,452.0,5892.0,no
3326,60,blue-collar,married,primary,no,6472.0,no,no,unknown,36.0,6552.0,no
3327,36,management,married,primary,no,8953.0,yes,no,cellphone,277.0,9557.0,no
3328,32,management,single,Graduate,no,5112.0,yes,no,cellphone,118.0,5922.0,no
3329,34,management,divorced,Graduate,no,18204.0,yes,yes,cellphone,197.0,19071.0,no
3330,58,blue-collar,married,secondary,no,5000.0,no,yes,cellphone,101.0,5077.0,no
3331,53,management,married,unknown,no,7240.0,yes,no,cellphone,282.0,7517.0,yes
3332,31,management,married,Graduate,no,27546.0,yes,no,cellphone,8.0,27695.0,no
3333,33,admin.,married,secondary,no,5000.0,yes,no,telephone,1448.0,5826.0,yes
3334,46,unemployed,divorced,primary,no,5023.0,no,no,cellphone,344.0,5172.0,no
3335,29,blue-collar,married,secondary,no,5228.0,yes,no,cellphone,12.0,5945.0,no
3336,37,self-employed,married,secondary,no,5215.0,yes,no,unknown,61.0,5292.0,no
3337,58,blue-collar,married,primary,no,5023.0,yes,no,unknown,91.0,5901.0,no
3338,34,management,married,secondary,no,5293.0,yes,no,unknown,162.0,5691.0,no
3339,34,blue-collar,divorced,secondary,no,5000.0,no,yes,unknown,339.0,5291.0,no
3340,49,entrepreneur,married,primary,no,5199.0,no,no,unknown,113.0,5201.0,no
3341,53,admin.,married,secondary,no,5459.0,no,no,cellphone,558.0,5698.0,yes
3342,42,unemployed,married,secondary,no,13131.0,yes,no,unknown,69.0,13806.0,no
3343,40,services,married,secondary,no,4622.0,yes,yes,cellphone,541.0,5187.0,no
3344,30,blue-collar,single,primary,no,5395.0,no,no,cellphone,429.0,6236.0,no
3345,31,technician,divorced,secondary,no,15787.0,yes,no,unknown,135.0,16200.0,no
3346,55,admin.,married,secondary,no,5865.0,yes,no,cellphone,96.0,6292.0,no
3347,36,management,married,Graduate,no,5340.0,yes,no,cellphone,68.0,5423.0,no
3348,31,blue-collar,single,secondary,no,6882.0,no,no,cellphone,529.0,7072.0,no
3349,26,management,married,Graduate,no,5265.0,no,no,cellphone,650.0,5720.0,no
3350,31,admin.,married,secondary,no,5389.0,yes,no,cellphone,69.0,5590.0,no
3351,49,admin.,married,secondary,no,5000.0,yes,yes,cellphone,71.0,5527.0,no
3352,54,management,married,Graduate,no,5384.0,yes,no,cellphone,30.0,6354.0,no
3353,47,management,divorced,Graduate,no,5094.0,yes,no,cellphone,9.0,5597.0,no
3354,61,management,married,secondary,no,6471.0,no,no,cellphone,331.0,7344.0,no
3355,49,blue-collar,married,primary,no,5937.0,yes,no,unknown,66.0,6483.0,no
3356,51,technician,married,secondary,no,5500.0,yes,no,cellphone,26.0,6490.0,no
3357,53,blue-collar,married,primary,no,5025.0,yes,no,unknown,266.0,5655.0,no
3358,35,management,married,Graduate,no,5365.0,no,no,cellphone,168.0,5755.0,no
3359,25,unemployed,single,secondary,no,5034.0,no,yes,unknown,316.0,5617.0,no
3360,79,retired,married,primary,no,5429.0,no,no,telephone,1006.0,5559.0,yes
3361,53,technician,married,primary,no,11839.0,yes,no,cellphone,77.0,12713.0,no
3362,21,student,single,secondary,no,5006.0,no,no,unknown,622.0,5958.0,no
3363,33,blue-collar,married,secondary,no,5467.0,yes,no,unknown,494.0,6296.0,no
3364,40,self-employed,divorced,secondary,no,6876.0,no,yes,unknown,269.0,7621.0,no
3365,34,entrepreneur,married,secondary,no,6847.0,yes,no,cellphone,543.0,7167.0,no
3366,52,unknown,married,primary,no,5247.0,no,no,cellphone,268.0,5537.0,no
3367,27,admin.,married,secondary,no,5897.0,no,no,cellphone,397.0,6819.0,yes
3368,57,services,divorced,secondary,no,9664.0,no,no,cellphone,22.0,10638.0,no
3369,51,self-employed,divorced,secondary,no,6291.0,yes,no,unknown,51.0,6373.0,no
3370,31,student,single,Graduate,no,5064.0,no,no,cellphone,208.0,5073.0,no
3371,49,unemployed,married,Graduate,no,4529.0,yes,no,cellphone,77.0,4624.0,no
3372,32,management,single,Graduate,no,6160.0,yes,yes,unknown,450.0,6834.0,no
3373,28,admin.,single,Graduate,no,5014.0,no,no,cellphone,201.0,5916.0,no
3374,33,blue-collar,married,secondary,no,5026.0,yes,no,cellphone,342.0,5378.0,no
3375,50,blue-collar,married,unknown,no,5452.0,no,no,cellphone,181.0,6227.0,no
3376,42,blue-collar,single,secondary,no,5382.0,yes,no,cellphone,294.0,5930.0,no
3377,45,admin.,married,unknown,no,7033.0,no,no,cellphone,123.0,7700.0,no
3378,34,unemployed,married,secondary,no,5000.0,yes,no,cellphone,172.0,5418.0,no
3379,56,admin.,divorced,unknown,no,5789.0,yes,no,cellphone,1022.0,5817.0,no
3380,33,blue-collar,single,secondary,no,5142.0,yes,no,cellphone,123.0,5277.0,no
3381,34,admin.,married,secondary,no,5645.0,yes,no,unknown,420.0,6380.0,no
3382,37,blue-collar,married,unknown,no,5897.0,yes,no,cellphone,119.0,6432.0,no
3383,37,blue-collar,married,secondary,no,5103.0,yes,no,cellphone,153.0,5437.0,no
3384,35,admin.,single,secondary,no,5847.0,yes,no,cellphone,85.0,6207.0,no
3385,38,unknown,single,Graduate,no,5000.0,no,no,cellphone,260.0,5742.0,yes
3386,32,blue-collar,married,secondary,no,5517.0,yes,no,unknown,528.0,5984.0,no
3387,52,technician,single,Graduate,no,6308.0,yes,no,unknown,361.0,7120.0,no
3388,49,services,married,secondary,no,5066.0,yes,yes,cellphone,59.0,5505.0,no
3389,46,management,divorced,secondary,no,5361.0,yes,no,unknown,86.0,5399.0,no
3390,42,entrepreneur,married,primary,yes,5066.0,yes,yes,cellphone,139.0,5549.0,no
3391,36,blue-collar,married,unknown,no,5070.0,yes,no,unknown,219.0,5230.0,no
3392,32,services,married,secondary,no,5180.0,yes,no,telephone,45.0,5752.0,no
3393,49,technician,married,Graduate,no,5279.0,yes,no,unknown,168.0,5833.0,no
3394,46,services,married,secondary,no,5004.0,no,no,cellphone,268.0,5495.0,yes
3395,40,entrepreneur,married,secondary,no,6416.0,yes,no,unknown,210.0,6787.0,no
3396,36,admin.,married,secondary,no,5465.0,yes,no,unknown,160.0,5953.0,no
3397,36,admin.,married,secondary,no,5998.0,yes,no,unknown,1044.0,6330.0,no
3398,34,technician,married,secondary,no,5550.0,no,yes,cellphone,601.0,6473.0,no
3399,46,management,married,Graduate,no,6285.0,yes,no,unknown,89.0,7185.0,no
3400,32,services,married,Graduate,no,9908.0,no,yes,cellphone,491.0,10904.0,no
3401,32,unemployed,single,Graduate,no,5336.0,yes,no,unknown,139.0,5531.0,no
3402,32,management,single,Graduate,no,5131.0,no,no,unknown,267.0,5149.0,no
3403,43,management,married,Graduate,no,5348.0,no,yes,cellphone,88.0,5848.0,no
3404,25,self-employed,single,Graduate,no,5453.0,yes,no,cellphone,134.0,5695.0,no
3405,55,admin.,married,secondary,no,6102.0,yes,no,unknown,126.0,7042.0,no
3406,24,admin.,single,secondary,no,5926.0,yes,yes,cellphone,191.0,6388.0,no
3407,40,management,divorced,Graduate,no,5502.0,yes,no,cellphone,267.0,6419.0,no
3408,38,management,single,Graduate,no,13669.0,yes,no,telephone,5.0,13888.0,no
3409,48,blue-collar,single,primary,no,5316.0,no,no,unknown,560.0,5859.0,no
3410,36,management,married,Graduate,no,14324.0,yes,no,cellphone,138.0,14676.0,no
3411,57,management,married,Graduate,no,5000.0,no,no,cellphone,188.0,5170.0,no
3412,45,admin.,married,secondary,no,5072.0,yes,yes,cellphone,262.0,5629.0,no
3413,33,self-employed,single,Graduate,no,5061.0,no,no,cellphone,836.0,5367.0,yes
3414,38,technician,single,secondary,no,5173.0,no,no,cellphone,150.0,5374.0,no
3415,26,services,single,secondary,yes,4838.0,yes,no,cellphone,44.0,5309.0,no
3416,30,management,single,Graduate,no,5047.0,no,yes,cellphone,11.0,5762.0,no
3417,55,services,divorced,Graduate,no,6983.0,yes,no,telephone,123.0,7328.0,no
3418,34,blue-collar,married,secondary,no,5326.0,yes,yes,unknown,150.0,6254.0,no
3419,60,admin.,married,secondary,no,7552.0,no,yes,cellphone,255.0,8425.0,no
3420,36,management,single,Graduate,no,6283.0,no,no,cellphone,92.0,7135.0,no
3421,65,housemaid,married,primary,no,7179.0,yes,no,cellphone,112.0,8046.0,no
3422,39,self-employed,married,Graduate,no,6047.0,no,no,unknown,554.0,6610.0,yes
3423,52,blue-collar,married,primary,no,5036.0,no,no,cellphone,109.0,5946.0,no
3424,55,technician,married,secondary,yes,4692.0,no,no,cellphone,781.0,5367.0,yes
3425,26,management,single,Graduate,no,6177.0,no,no,cellphone,116.0,6626.0,no
3426,40,self-employed,married,primary,no,7077.0,yes,no,cellphone,363.0,7111.0,no
3427,52,entrepreneur,married,secondary,no,5000.0,no,no,cellphone,82.0,5967.0,no
3428,29,self-employed,married,Graduate,no,5001.0,no,no,cellphone,167.0,5775.0,no
3429,41,blue-collar,married,primary,no,12735.0,yes,no,cellphone,220.0,13142.0,no
3430,30,technician,single,Graduate,no,6922.0,yes,no,cellphone,546.0,7917.0,no
3431,28,student,single,secondary,no,5153.0,no,no,cellphone,1124.0,5952.0,yes
3432,26,blue-collar,married,secondary,no,7770.0,yes,no,unknown,141.0,8660.0,no
3433,58,management,married,secondary,no,5139.0,no,no,cellphone,188.0,5551.0,no
3434,29,management,single,Graduate,no,5021.0,yes,no,cellphone,107.0,5627.0,no
3435,48,technician,married,secondary,no,5178.0,yes,no,unknown,320.0,5849.0,no
3436,35,blue-collar,married,secondary,no,5444.0,yes,no,cellphone,244.0,6273.0,no
3437,26,services,single,secondary,no,5209.0,yes,no,cellphone,319.0,5243.0,no
3438,49,blue-collar,married,unknown,no,8096.0,no,no,unknown,147.0,9068.0,no
3439,34,admin.,married,secondary,no,10320.0,no,no,cellphone,114.0,11041.0,no
3440,32,services,married,secondary,no,9885.0,yes,yes,cellphone,400.0,10857.0,no
3441,31,admin.,married,secondary,no,5000.0,yes,yes,cellphone,79.0,5875.0,no
3442,48,unemployed,married,primary,no,10462.0,no,no,unknown,29.0,10912.0,no
3443,40,blue-collar,married,secondary,no,11767.0,yes,no,cellphone,97.0,12472.0,no
3444,42,technician,divorced,secondary,no,7974.0,yes,no,unknown,187.0,8961.0,no
3445,48,technician,married,secondary,no,5427.0,no,no,unknown,201.0,5624.0,no
3446,38,services,married,secondary,no,13876.0,no,no,cellphone,280.0,14751.0,no
3447,53,management,married,Graduate,no,5146.0,no,no,unknown,150.0,5478.0,no
3448,59,retired,divorced,secondary,no,5319.0,no,no,cellphone,129.0,6294.0,no
3449,28,unemployed,single,secondary,no,5304.0,no,no,cellphone,516.0,5759.0,no
3450,41,blue-collar,married,primary,no,5389.0,yes,no,unknown,127.0,6008.0,no
3451,50,management,single,primary,no,5766.0,no,no,unknown,174.0,6254.0,no
3452,31,admin.,married,secondary,no,5000.0,yes,no,cellphone,82.0,5533.0,no
3453,30,technician,single,secondary,no,8107.0,yes,no,unknown,1516.0,9105.0,no
3454,59,admin.,divorced,secondary,no,5174.0,yes,no,unknown,204.0,6099.0,no
3455,33,technician,divorced,secondary,yes,4695.0,no,yes,unknown,109.0,4869.0,no
3456,35,self-employed,married,secondary,no,5670.0,no,no,cellphone,378.0,6582.0,no
3457,30,management,single,Graduate,no,11164.0,yes,no,unknown,152.0,12050.0,no
3458,71,retired,married,secondary,no,7850.0,no,no,cellphone,185.0,8078.0,yes
3459,30,services,single,primary,no,5079.0,yes,no,cellphone,317.0,6050.0,no
3460,24,services,married,secondary,yes,5110.0,yes,no,unknown,27.0,6078.0,no
3461,34,technician,single,secondary,no,10039.0,no,no,cellphone,205.0,10809.0,no
3462,34,blue-collar,married,secondary,no,5360.0,yes,no,telephone,46.0,5781.0,no
3463,52,admin.,married,secondary,no,5199.0,no,no,cellphone,978.0,5998.0,no
3464,33,self-employed,single,secondary,no,5238.0,yes,yes,cellphone,45.0,5963.0,no
3465,38,blue-collar,married,secondary,no,10092.0,yes,no,unknown,145.0,10581.0,no
3466,41,admin.,divorced,secondary,no,6088.0,yes,no,cellphone,138.0,6649.0,no
3467,42,management,divorced,Graduate,no,5221.0,yes,no,unknown,720.0,5975.0,no
3468,38,blue-collar,divorced,secondary,no,5889.0,no,yes,unknown,362.0,6828.0,no
3469,48,blue-collar,married,primary,no,5750.0,yes,no,cellphone,90.0,6137.0,no
3470,34,technician,single,secondary,no,5000.0,yes,yes,unknown,214.0,5496.0,no
3471,46,blue-collar,married,primary,no,6291.0,yes,no,cellphone,142.0,7066.0,no
3472,33,technician,married,secondary,no,6844.0,yes,no,unknown,241.0,7527.0,no
3473,40,management,married,Graduate,no,5089.0,yes,yes,telephone,148.0,5163.0,no
3474,36,admin.,married,secondary,no,9280.0,no,no,unknown,227.0,9555.0,no
3475,32,technician,single,secondary,no,5000.0,no,no,cellphone,126.0,5572.0,no
3476,33,blue-collar,married,secondary,no,5625.0,yes,no,unknown,410.0,6212.0,no
3477,55,technician,married,unknown,no,5574.0,yes,no,cellphone,243.0,5695.0,no
3478,58,management,married,primary,no,5320.0,yes,no,unknown,171.0,6203.0,no
3479,25,technician,single,Graduate,no,5468.0,yes,no,unknown,147.0,5494.0,no
3480,47,services,married,secondary,no,5440.0,yes,no,unknown,91.0,5540.0,no
3481,40,unemployed,married,secondary,no,5000.0,yes,no,cellphone,332.0,5735.0,no
3482,59,retired,married,secondary,no,10706.0,yes,no,cellphone,471.0,11403.0,no
3483,40,management,married,Graduate,no,12780.0,no,no,telephone,364.0,13694.0,no
3484,30,management,married,secondary,no,4441.0,yes,yes,cellphone,98.0,5339.0,no
3485,25,entrepreneur,single,Graduate,no,21874.0,yes,yes,cellphone,117.0,22578.0,no
3486,58,retired,married,primary,no,6987.0,no,no,telephone,185.0,7940.0,no
3487,39,entrepreneur,married,unknown,no,5098.0,yes,no,telephone,59.0,5258.0,no
3488,40,self-employed,married,Graduate,no,5642.0,no,no,cellphone,147.0,6003.0,no
3489,38,blue-collar,married,secondary,no,5526.0,yes,yes,unknown,553.0,6166.0,no
3490,66,management,single,Graduate,no,11483.0,no,no,cellphone,275.0,11580.0,no
3491,47,management,married,Graduate,no,7306.0,no,no,telephone,239.0,7964.0,yes
3492,37,blue-collar,married,secondary,no,5954.0,yes,no,unknown,402.0,6011.0,no
3493,36,management,single,Graduate,no,4321.0,yes,yes,cellphone,172.0,4572.0,no
3494,50,blue-collar,married,primary,no,4999.0,no,no,cellphone,195.0,5738.0,no
3495,76,retired,married,primary,no,7590.0,no,no,telephone,68.0,8208.0,no
3496,58,management,single,Graduate,no,5331.0,no,yes,cellphone,82.0,5881.0,no
3497,42,admin.,married,secondary,no,9209.0,yes,no,unknown,57.0,9329.0,no
3498,58,services,divorced,secondary,no,5462.0,no,no,cellphone,495.0,6119.0,yes
3499,28,self-employed,single,Graduate,no,5000.0,yes,no,cellphone,479.0,5470.0,no
3500,41,technician,married,secondary,no,5000.0,no,no,cellphone,141.0,5395.0,no
3501,30,management,married,Graduate,no,5151.0,no,no,cellphone,82.0,5267.0,no
3502,32,management,divorced,Graduate,no,5883.0,yes,no,cellphone,798.0,6566.0,yes
3503,27,services,single,secondary,no,5266.0,no,yes,cellphone,232.0,5812.0,no
3504,48,management,married,Graduate,no,5000.0,no,no,cellphone,60.0,5776.0,no
3505,36,technician,married,Graduate,no,5491.0,yes,no,unknown,103.0,6006.0,no
3506,54,management,married,Graduate,no,5003.0,no,yes,cellphone,443.0,5446.0,no
3507,36,blue-collar,married,secondary,no,5198.0,yes,no,unknown,400.0,5726.0,no
3508,52,housemaid,married,secondary,no,19363.0,no,no,unknown,132.0,19623.0,no
3509,34,technician,divorced,secondary,no,5000.0,yes,yes,cellphone,374.0,5582.0,no
3510,43,technician,married,secondary,no,5136.0,no,no,cellphone,363.0,5615.0,yes
3511,32,management,single,Graduate,no,5028.0,no,no,cellphone,111.0,5042.0,no
3512,33,management,single,Graduate,no,5335.0,no,no,cellphone,130.0,5916.0,no
3513,51,housemaid,married,unknown,no,5174.0,no,no,telephone,308.0,6097.0,no
3514,39,unemployed,married,secondary,no,5270.0,yes,no,unknown,116.0,5731.0,no
3515,44,management,single,Graduate,no,6206.0,no,no,cellphone,160.0,7193.0,no
3516,49,housemaid,divorced,primary,no,5198.0,yes,no,unknown,205.0,5637.0,no
3517,25,technician,married,Graduate,no,5914.0,yes,no,cellphone,185.0,6293.0,no
3518,39,self-employed,married,secondary,no,5031.0,yes,no,cellphone,61.0,5673.0,no
3519,54,technician,married,secondary,no,5000.0,no,no,telephone,159.0,5904.0,no
3520,32,management,single,Graduate,no,5347.0,yes,no,cellphone,213.0,5709.0,no
3521,36,management,married,Graduate,no,5860.0,yes,no,unknown,294.0,5940.0,no
3522,54,technician,married,secondary,no,5089.0,yes,no,cellphone,140.0,5755.0,no
3523,31,technician,married,secondary,no,5000.0,yes,yes,cellphone,71.0,5838.0,no
3524,45,services,married,secondary,no,5000.0,no,yes,cellphone,47.0,5134.0,no
3525,31,admin.,single,secondary,no,5068.0,yes,no,cellphone,570.0,5548.0,no
3526,45,technician,married,secondary,no,4851.0,yes,no,cellphone,287.0,5292.0,no
3527,33,services,divorced,secondary,no,7411.0,yes,no,cellphone,130.0,8199.0,yes
3528,46,management,divorced,Graduate,no,5225.0,yes,no,cellphone,201.0,5898.0,no
3529,43,unknown,single,Graduate,no,7731.0,no,no,cellphone,11.0,7745.0,no
3530,50,management,married,Graduate,no,5112.0,yes,no,cellphone,70.0,5473.0,no
3531,44,management,divorced,Graduate,no,5000.0,no,no,cellphone,54.0,5989.0,no
3532,42,services,married,secondary,no,8620.0,yes,no,unknown,22.0,9017.0,no
3533,26,blue-collar,single,secondary,no,5179.0,no,no,cellphone,103.0,6165.0,no
3534,47,admin.,single,secondary,no,6544.0,yes,no,cellphone,104.0,7301.0,no
3535,48,blue-collar,married,primary,no,5199.0,no,no,telephone,29.0,6141.0,no
3536,60,blue-collar,married,unknown,no,5231.0,yes,no,unknown,57.0,5256.0,no
3537,27,admin.,divorced,secondary,no,5076.0,yes,no,unknown,236.0,5474.0,no
3538,30,unemployed,single,Graduate,no,5302.0,no,no,cellphone,528.0,6217.0,yes
3539,28,admin.,single,secondary,no,5189.0,yes,no,cellphone,68.0,5193.0,no
3540,58,retired,married,primary,no,5565.0,no,no,telephone,876.0,5834.0,yes
3541,37,entrepreneur,married,Graduate,no,5310.0,no,no,cellphone,76.0,5317.0,no
3542,36,services,married,secondary,no,6746.0,yes,no,unknown,99.0,7047.0,no
3543,39,technician,married,secondary,no,5006.0,yes,no,cellphone,122.0,5669.0,no
3544,52,unemployed,married,primary,no,4890.0,no,yes,cellphone,141.0,5303.0,no
3545,55,retired,married,secondary,no,7749.0,yes,yes,unknown,58.0,7831.0,no
3546,30,management,single,Graduate,no,11495.0,no,no,cellphone,78.0,11542.0,no
3547,36,blue-collar,single,secondary,no,5035.0,yes,no,unknown,435.0,5770.0,no
3548,39,admin.,married,secondary,no,4350.0,no,no,cellphone,123.0,4776.0,no
3549,47,blue-collar,married,primary,no,5292.0,no,yes,telephone,210.0,5386.0,no
3550,42,housemaid,single,primary,no,10774.0,yes,no,unknown,54.0,11073.0,no
3551,42,management,married,secondary,no,7416.0,yes,no,unknown,138.0,7470.0,no
3552,58,retired,married,secondary,no,5035.0,no,no,cellphone,336.0,5675.0,no
3553,68,retired,married,secondary,no,24317.0,yes,no,cellphone,249.0,24662.0,yes
3554,43,technician,married,secondary,no,5050.0,no,no,unknown,63.0,5733.0,no
3555,44,blue-collar,married,secondary,no,4326.0,yes,no,unknown,257.0,5069.0,no
3556,49,technician,married,Graduate,no,8726.0,no,no,cellphone,875.0,8843.0,yes
3557,57,retired,married,Graduate,no,6180.0,yes,yes,unknown,191.0,6460.0,no
3558,61,self-employed,divorced,Graduate,no,11610.0,no,no,cellphone,481.0,11625.0,yes
3559,36,admin.,single,secondary,no,5319.0,yes,no,cellphone,120.0,5962.0,no
3560,31,blue-collar,married,secondary,no,6545.0,yes,yes,cellphone,207.0,7291.0,no
3561,51,technician,married,Graduate,no,6315.0,no,no,telephone,303.0,6351.0,no
3562,31,technician,single,Graduate,no,5424.0,no,no,cellphone,93.0,5693.0,no
3563,56,blue-collar,married,primary,no,5151.0,no,no,cellphone,128.0,5929.0,no
3564,30,technician,single,Graduate,no,4030.0,no,yes,cellphone,194.0,4385.0,no
3565,38,services,married,secondary,no,4238.0,yes,yes,unknown,408.0,5059.0,no
3566,35,services,married,secondary,no,5181.0,yes,no,cellphone,5.0,6021.0,no
3567,31,blue-collar,married,unknown,no,4880.0,yes,no,cellphone,231.0,5844.0,no
3568,39,admin.,divorced,secondary,no,6022.0,yes,no,unknown,20.0,6984.0,no
3569,50,management,married,Graduate,no,5078.0,yes,no,cellphone,218.0,5385.0,no
3570,39,technician,married,Graduate,no,5209.0,no,no,unknown,36.0,5309.0,no
3571,26,admin.,married,secondary,no,7469.0,no,no,cellphone,136.0,8085.0,no
3572,55,technician,married,secondary,no,5000.0,no,no,cellphone,336.0,5207.0,no
3573,43,blue-collar,divorced,primary,no,5328.0,no,yes,cellphone,192.0,5662.0,no
3574,34,housemaid,married,Graduate,no,5000.0,no,no,cellphone,141.0,5308.0,no
3575,51,self-employed,married,primary,no,5307.0,yes,yes,unknown,65.0,6211.0,no
3576,31,management,married,Graduate,no,6384.0,yes,no,cellphone,203.0,6390.0,no
3577,32,management,married,Graduate,no,5000.0,no,no,cellphone,104.0,5469.0,no
3578,53,technician,married,secondary,no,5719.0,yes,no,unknown,230.0,5974.0,no
3579,44,management,divorced,Graduate,no,5000.0,no,no,cellphone,71.0,5544.0,no
3580,38,entrepreneur,married,Graduate,no,11704.0,yes,no,unknown,205.0,12504.0,no
3581,47,self-employed,married,Graduate,no,9543.0,yes,no,unknown,162.0,10440.0,no
3582,36,management,married,Graduate,no,5000.0,yes,no,unknown,145.0,5058.0,no
3583,30,management,single,Graduate,no,5149.0,yes,no,unknown,220.0,5865.0,no
3584,46,blue-collar,married,secondary,no,3600.0,yes,no,telephone,309.0,4592.0,no
3585,33,entrepreneur,married,secondary,no,4882.0,yes,yes,unknown,421.0,5832.0,no
3586,43,blue-collar,married,secondary,no,7160.0,no,no,cellphone,261.0,7562.0,yes
3587,38,management,married,Graduate,no,8452.0,no,no,cellphone,132.0,9399.0,no
3588,27,technician,single,secondary,no,5842.0,no,no,cellphone,273.0,6437.0,no
3589,38,management,married,unknown,no,8576.0,no,no,cellphone,349.0,9245.0,yes
3590,41,unemployed,married,Graduate,no,6666.0,no,no,unknown,291.0,7202.0,no
3591,29,technician,married,secondary,no,5000.0,yes,no,cellphone,83.0,5421.0,no
3592,39,services,married,secondary,no,5000.0,yes,no,unknown,793.0,5015.0,no
3593,42,blue-collar,single,primary,no,6628.0,yes,no,cellphone,119.0,7130.0,no
3594,47,services,married,secondary,no,5051.0,yes,yes,unknown,312.0,5513.0,no
3595,30,blue-collar,single,secondary,yes,5447.0,no,no,unknown,103.0,5681.0,no
3596,34,admin.,married,secondary,no,5396.0,yes,no,cellphone,101.0,6246.0,no
3597,45,housemaid,married,primary,no,9994.0,no,no,unknown,48.0,10730.0,no
3598,43,admin.,married,secondary,no,8215.0,yes,no,cellphone,228.0,8631.0,no
3599,59,blue-collar,married,primary,no,7814.0,no,no,unknown,81.0,8090.0,no
3600,50,technician,married,secondary,no,5000.0,no,no,cellphone,152.0,5942.0,no
3601,39,blue-collar,married,secondary,no,5293.0,yes,no,unknown,160.0,6086.0,no
3602,36,technician,married,secondary,no,5474.0,yes,no,unknown,59.0,6257.0,no
3603,44,blue-collar,married,secondary,no,21178.0,yes,no,cellphone,297.0,21612.0,no
3604,36,technician,married,Graduate,no,5000.0,no,no,cellphone,147.0,5182.0,no
3605,27,management,single,Graduate,no,5088.0,no,no,cellphone,143.0,5164.0,no
3606,29,services,married,secondary,no,5308.0,yes,no,unknown,75.0,6302.0,no
3607,70,retired,married,secondary,no,6164.0,no,no,telephone,338.0,6750.0,no
3608,44,management,married,Graduate,no,18893.0,no,no,unknown,29.0,19370.0,no
3609,55,management,married,Graduate,no,5000.0,yes,no,unknown,159.0,5164.0,no
3610,36,technician,divorced,secondary,no,4565.0,yes,no,unknown,85.0,5114.0,no
3611,28,technician,single,secondary,no,5389.0,yes,no,cellphone,15.0,5693.0,no
3612,50,management,divorced,Graduate,no,5356.0,no,no,cellphone,198.0,6041.0,no
3613,49,technician,married,secondary,no,7718.0,no,no,unknown,114.0,8284.0,no
3614,71,retired,divorced,Graduate,no,5261.0,no,no,cellphone,1117.0,6106.0,no
3615,31,admin.,single,secondary,no,5757.0,no,no,cellphone,343.0,5992.0,no
3616,45,management,single,Graduate,no,5016.0,no,no,cellphone,59.0,5840.0,no
3617,42,blue-collar,married,secondary,no,4578.0,no,no,cellphone,31.0,5200.0,no
3618,45,admin.,married,secondary,no,5248.0,no,no,cellphone,212.0,5611.0,no
3619,47,technician,married,primary,no,5145.0,yes,no,unknown,157.0,5901.0,no
3620,60,retired,divorced,secondary,no,5598.0,no,yes,cellphone,96.0,5763.0,no
3621,35,management,married,Graduate,no,5949.0,yes,no,unknown,245.0,6116.0,no
3622,31,technician,single,Graduate,no,5614.0,no,no,cellphone,72.0,6054.0,no
3623,33,blue-collar,married,primary,no,6209.0,yes,no,cellphone,700.0,7200.0,no
3624,50,self-employed,married,Graduate,no,5202.0,yes,no,cellphone,107.0,5363.0,no
